"название";"дата";"время";" размер"
"py-sympy-0.7.6.1.tgz";"25-Feb-2016";"02:26";"      8M"
"py-tagger-0.5p4.tgz";"25-Feb-2016";"02:26";"     38K"
"py-tagpy-2013.1p5.tgz";"25-Feb-2016";"02:26";"    465K"
"py-tempita-0.5.2p0.tgz";"25-Feb-2016";"02:26";"     28K"
"py-terminado-0.5.tgz";"25-Feb-2016";"02:26";"     20K"
"py-test-2.8.7.tgz";"25-Feb-2016";"02:26";"    320K"
"py-test-capturelog-0.7.tgz";"25-Feb-2016";"02:26";7053
"py-test-cov-2.2.1.tgz";"25-Feb-2016";"02:26";"     18K"
"py-test-httpbin-0.2.0.tgz";"25-Feb-2016";"02:26";"     13K"
"py-test-runner-2.6.2.tgz";"25-Feb-2016";"02:26";6425
"py-testpath-0.2p0.tgz";"25-Feb-2016";"02:26";"     88K"
"py-testtools-1.8.1p0.tgz";"25-Feb-2016";"02:26";"    342K"
"py-texscythe-0.1.1p0.tgz";"25-Feb-2016";"02:26";"      1M"
"py-tornado-4.3p0.tgz";"25-Feb-2016";"02:26";"    796K"
"py-tpg-3.1.0p5.tgz";"25-Feb-2016";"02:26";"    278K"
"py-traitlets-4.0.0p0.tgz";"25-Feb-2016";"02:26";"    124K"
"py-turbocheetah-1.0p5.tgz";"25-Feb-2016";"02:26";5200
"py-turbokid-1.0.4p5.tgz";"25-Feb-2016";"02:26";7456
"py-twisted-conch-11.1.0.tgz";"25-Feb-2016";"02:26";"    597K"
"py-twisted-core-11.1.0p0.tgz";"25-Feb-2016";"02:26";"      3M"
"py-twisted-lore-11.1.0.tgz";"25-Feb-2016";"02:26";"    120K"
"py-twisted-mail-11.1.0.tgz";"25-Feb-2016";"02:26";"    423K"
"py-twisted-names-11.1.0.tgz";"25-Feb-2016";"02:26";"    154K"
"py-twisted-news-11.1.0.tgz";"25-Feb-2016";"02:26";"     52K"
"py-twisted-pair-11.1.0.tgz";"25-Feb-2016";"02:26";"     18K"
"py-twisted-runner-11.1.0p0.tgz";"25-Feb-2016";"02:26";"     32K"
"py-twisted-web-11.1.0.tgz";"25-Feb-2016";"02:26";"    586K"
"py-twisted-web2-8.1.0p5.tgz";"25-Feb-2016";"02:26";"    352K"
"py-twisted-words-11.1.0.tgz";"25-Feb-2016";"02:26";"    451K"
"py-twitter-1.17.1p0.tgz";"25-Feb-2016";"02:26";"     86K"
"py-tz-2015.7.tgz";"25-Feb-2016";"02:26";"    310K"
"py-tzlocal-1.2p0.tgz";"25-Feb-2016";"02:26";"     24K"
"py-unidecode-0.04.18p2.tgz";"25-Feb-2016";"02:26";"    340K"
"py-unit-1.4.1p5-no_x11.tgz";"25-Feb-2016";"02:26";"     15K"
"py-unit-1.4.1p5.tgz";"25-Feb-2016";"02:26";"     23K"
"py-unittest2-0.5.1p1.tgz";"25-Feb-2016";"02:26";"    148K"
"py-urlgrabber-3.9.1p0.tgz";"25-Feb-2016";"02:26";"     94K"
"py-urllib3-1.14.tgz";"25-Feb-2016";"02:26";"    124K"
"py-urwid-1.3.1.tgz";"25-Feb-2016";"02:26";"    457K"
"py-vatnumber-1.1p0.tgz";"25-Feb-2016";"02:26";"     19K"
"py-vcversioner-2.14.0.0p0.tgz";"25-Feb-2016";"02:26";"     11K"
"py-virtualenv-13.0.3p1.tgz";"25-Feb-2016";"02:26";"      2M"
"py-vobject-0.8.1cp1.tgz";"25-Feb-2016";"02:26";"     92K"
"py-vorbis-1.4p4.tgz";"25-Feb-2016";"02:26";"     28K"
"py-vte-0.28.2p12.tgz";"25-Feb-2016";"02:26";"     23K"
"py-wbem-0.8.0pre728p0.tgz";"25-Feb-2016";"02:26";"      1M"
"py-wcwidth-0.1.5.tgz";"25-Feb-2016";"02:26";"     23K"
"py-webdav-0.9.8p1.tgz";"25-Feb-2016";"02:26";"     79K"
"py-weberror-0.11p2.tgz";"25-Feb-2016";"02:26";"    122K"
"py-webhelpers-1.3p2.tgz";"25-Feb-2016";"02:26";"    289K"
"py-webkitgtk-1.1.8p16.tgz";"25-Feb-2016";"02:26";"     33K"
"py-webob-1.3.1p0.tgz";"25-Feb-2016";"02:26";"    217K"
"py-webpy-0.37.tgz";"25-Feb-2016";"02:26";"    217K"
"py-websocket-client-0.34.0p0.tgz";"25-Feb-2016";"02:26";"    213K"
"py-webtest-2.0.18p0.tgz";"25-Feb-2016";"02:26";"     60K"
"py-werkzeug-0.11.3.tgz";"25-Feb-2016";"02:26";"      2M"
"py-whisper-0.9.15p0.tgz";"25-Feb-2016";"02:26";"     26K"
"py-wsgiproxy-0.2.2p2.tgz";"25-Feb-2016";"02:26";"     23K"
"py-wsgiutils-0.7p6.tgz";"25-Feb-2016";"02:26";"     28K"
"py-wstools-0.4.3p1.tgz";"25-Feb-2016";"02:26";"    225K"
"py-wtforms-1.0.5p1.tgz";"25-Feb-2016";"02:26";"    281K"
"py-wxPython-2.8.12.0p3.tgz";"25-Feb-2016";"02:26";"     17M"
"py-xdg-0.25p2.tgz";"25-Feb-2016";"02:26";"     77K"
"py-xml-0.8.4p13.tgz";"25-Feb-2016";"02:26";"    947K"
"py-xmldiff-0.6.10p3.tgz";"25-Feb-2016";"02:26";"     76K"
"py-xmlrunner-1.4.3p1.tgz";"25-Feb-2016";"02:26";"     11K"
"py-xmms-1.06p8.tgz";"25-Feb-2016";"02:26";"     19K"
"py-xmpp-1.1.2p1.tgz";"25-Feb-2016";"02:26";"      1M"
"py-xmpppy-0.5.0rc1p3.tgz";"25-Feb-2016";"02:26";"    139K"
"py-yaml-3.11p1.tgz";"25-Feb-2016";"02:26";"    165K"
"py-yara-3.4.0.tgz";"25-Feb-2016";"02:26";"     16K"
"py-yenc-0.3p5.tgz";"25-Feb-2016";"02:26";"     45K"
"py-zhCodecs-1.2.0p5.tgz";"25-Feb-2016";"02:26";"      1M"
"py-zmq-15.2.0.tgz";"25-Feb-2016";"02:26";"    860K"
"py-zopecomponent-4.2.2p0.tgz";"25-Feb-2016";"02:26";"    115K"
"py-zopeevent-4.1.0p0.tgz";"25-Feb-2016";"02:26";6791
"py-zopeinterface-4.1.3p0.tgz";"25-Feb-2016";"02:26";"    243K"
"py-zopetesting-3.7.4p4.tgz";"25-Feb-2016";"02:26";"    250K"
"py-zsi-2.0p4.tgz";"25-Feb-2016";"02:26";"    379K"
"py3-ConfigArgParse-0.10.0p0.tgz";"25-Feb-2016";"02:26";"     23K"
"py3-ICU-1.9.2p1.tgz";"25-Feb-2016";"02:26";"    262K"
"py3-IP-0.83p0.tgz";"25-Feb-2016";"02:26";"     45K"
"py3-MarkupSafe-0.23p1.tgz";"25-Feb-2016";"02:26";"     30K"
"py3-Pillow-2.8.1p1.tgz";"25-Feb-2016";"02:26";"    609K"
"py3-acme-0.3.0.tgz";"25-Feb-2016";"02:26";"    184K"
"py3-alabaster-0.7.7.tgz";"25-Feb-2016";"02:26";"     18K"
"py3-appdirs-1.4.0.tgz";"25-Feb-2016";"02:26";"     13K"
"py3-apsw-3.8.0.2p1.tgz";"25-Feb-2016";"02:26";"     96K"
"py3-asn1-0.1.9p0v0.tgz";"25-Feb-2016";"02:26";"    114K"
"py3-asn1-modules-0.0.8p0.tgz";"25-Feb-2016";"02:26";"     67K"
"py3-atspi-2.18.0.tgz";"25-Feb-2016";"02:26";"     90K"
"py3-audio-0.2.8.tgz";"25-Feb-2016";"02:26";"     36K"
"py3-augeas-0.5.0p0.tgz";"25-Feb-2016";"02:26";"     11K"
"py3-babel-2.2.0.tgz";"25-Feb-2016";"02:26";"      6M"
"py3-backports-abc-0.4p0.tgz";"25-Feb-2016";"02:26";5779
"py3-bcrypt-2.0.0.tgz";"25-Feb-2016";"02:26";"     22K"
"py3-beaker-1.6.2p4.tgz";"25-Feb-2016";"02:26";"     84K"
"py3-beautifulsoup4-4.4.1.tgz";"25-Feb-2016";"02:26";"    167K"
"py3-blinker-1.4p1.tgz";"25-Feb-2016";"02:26";"    105K"
"py3-boto3-1.2.3.tgz";"25-Feb-2016";"02:26";"    149K"
"py3-botocore-1.3.23.tgz";"25-Feb-2016";"02:26";"      2M"
"py3-bsddb3-6.0.1.tgz";"25-Feb-2016";"02:26";"    229K"
"py3-cairo-1.10.0p2.tgz";"25-Feb-2016";"02:26";"     38K"
"py3-certifi-2015.11.20.1.tgz";"25-Feb-2016";"02:26";3922
"py3-cffi-1.4.2.tgz";"25-Feb-2016";"02:26";"    228K"
"py3-chardet-2.3.0.tgz";"25-Feb-2016";"02:26";"    383K"
"py3-colorama-0.3.3p0.tgz";"25-Feb-2016";"02:26";"     20K"
"py3-configobj-5.0.6.tgz";"25-Feb-2016";"02:26";"     69K"
"py3-coverage-3.7.1p1.tgz";"25-Feb-2016";"02:26";"    175K"
"py3-cparser-2.10p1.tgz";"25-Feb-2016";"02:26";"    188K"
"py3-crypto-2.6.1p2.tgz";"25-Feb-2016";"02:26";"    614K"
"py3-cryptography-1.2.1.tgz";"25-Feb-2016";"02:26";"    439K"
"py3-cryptography_vectors-1.2.1.tgz";"25-Feb-2016";"02:26";"     24M"
"py3-cssselect-0.9.1p1.tgz";"25-Feb-2016";"02:26";"     56K"
"py3-curl-7.21.5.tgz";"25-Feb-2016";"02:26";"     94K"
"py3-dateutil-2.4.2p0.tgz";"25-Feb-2016";"02:26";"    228K"
"py3-dbus-1.2.0p3.tgz";"25-Feb-2016";"02:26";"    135K"
"py3-decorator-4.0.6.tgz";"25-Feb-2016";"02:26";"     13K"
"py3-distutils-extra-2.38p0.tgz";"25-Feb-2016";"02:26";"     28K"
"py3-django-lts-1.8.9.tgz";"25-Feb-2016";"02:26";"      7M"
"py3-dnslib-0.9.6.tgz";"25-Feb-2016";"02:26";"     94K"
"py3-docutils-0.12p0.tgz";"25-Feb-2016";"02:26";"    867K"
"py3-ecdsa-0.13p0.tgz";"25-Feb-2016";"02:26";"     89K"
"py3-enchant-1.6.6p1.tgz";"25-Feb-2016";"02:26";"    103K"
"py3-extras-0.0.3p0.tgz";"25-Feb-2016";"02:26";8365
"py3-flask-0.10.1p1.tgz";"25-Feb-2016";"02:26";"      1M"
"py3-funcsigs-0.4p0.tgz";"25-Feb-2016";"02:26";"     22K"
"py3-gobject3-3.18.2p0.tgz";"25-Feb-2016";"02:26";"    342K"
"py3-gstreamer1-1.6.2.tgz";"25-Feb-2016";"02:26";"     26K"
"py3-hgtools-6.3p0.tgz";"25-Feb-2016";"02:26";"     37K"
"py3-html5lib-0.9999999.tgz";"25-Feb-2016";"02:26";"    234K"
"py3-httpbin-0.4.1.tgz";"25-Feb-2016";"02:26";"    102K"
"py3-httplib2-0.9.2.tgz";"25-Feb-2016";"02:26";"     39K"
"py3-idna-2.0p0.tgz";"25-Feb-2016";"02:26";"    139K"
"py3-ipython_genutils-0.1.0p0.tgz";"25-Feb-2016";"02:26";"     44K"
"py3-iso8601-0.1.11.tgz";"25-Feb-2016";"02:26";"     12K"
"py3-isodate-0.5.4p1.tgz";"25-Feb-2016";"02:26";"     54K"
"py3-itsdangerous-0.24p1.tgz";"25-Feb-2016";"02:26";"    128K"
"py3-jellyfish-0.5.1p0.tgz";"25-Feb-2016";"02:26";"     34K"
"py3-jinja2-2.7.3p1.tgz";"25-Feb-2016";"02:26";"    607K"
"py3-jmespath-0.9.0.tgz";"25-Feb-2016";"02:26";"     35K"
"py3-jwt-1.4.0.tgz";"25-Feb-2016";"02:26";"     29K"
"py3-keyring-5.3p1.tgz";"25-Feb-2016";"02:26";"    111K"
"py3-last-0.5.11p0.tgz";"25-Feb-2016";"02:26";"     58K"
"py3-libmagic-5.25.tgz";"25-Feb-2016";"02:26";5153
"py3-lockfile-0.12.2p1.tgz";"25-Feb-2016";"02:26";"     17K"
"py3-lxml-3.4.3p1.tgz";"25-Feb-2016";"02:26";"      3M"
"py3-mako-0.9.1p2.tgz";"25-Feb-2016";"02:26";"    154K"
"py3-matplotlib-1.4.2p4.tgz";"25-Feb-2016";"02:26";"     45M"
"py3-meld3-1.0.0p0.tgz";"25-Feb-2016";"02:26";"     60K"
"py3-memcached-1.54p0.tgz";"25-Feb-2016";"02:26";"     32K"
"py3-mock-1.3.0.tgz";"25-Feb-2016";"02:26";"    134K"
"py3-mpd2-0.5.4.tgz";"25-Feb-2016";"02:26";"     15K"
"py3-msgpack-0.4.6p1.tgz";"25-Feb-2016";"02:26";"     97K"
"py3-mysqlclient-1.3.7.tgz";"25-Feb-2016";"02:26";"     76K"
"py3-ndg-httpsclient-0.4.0p0.tgz";"25-Feb-2016";"02:26";"     47K"
"py3-netifaces-0.10.4.tgz";"25-Feb-2016";"02:26";"     15K"
"py3-nmap-0.4.4.tgz";"25-Feb-2016";"02:26";"     28K"
"py3-nose-1.3.7p1.tgz";"25-Feb-2016";"02:26";"    309K"
"py3-numpy-1.8.2p2.tgz";"25-Feb-2016";"02:26";"      3M"
"py3-openssl-0.15.1p1.tgz";"25-Feb-2016";"02:26";"    234K"
"py3-paramiko-1.16.0.tgz";"25-Feb-2016";"02:26";"    595K"
"py3-parsedatetime-1.5p0.tgz";"25-Feb-2016";"02:26";"     86K"
"py3-parsing-2.0.7.tgz";"25-Feb-2016";"02:26";"    680K"
"py3-passlib-1.6.5.tgz";"25-Feb-2016";"02:26";"    589K"
"py3-path.py-8.1.2.tgz";"25-Feb-2016";"02:26";"     60K"
"py3-pathlib-1.0.1p0.tgz";"25-Feb-2016";"02:26";"    127K"
"py3-pbkdf2-1.3p1.tgz";"25-Feb-2016";"02:26";8696
"py3-pbr-1.8.1.tgz";"25-Feb-2016";"02:26";"    131K"
"py3-peewee-2.6.4.tgz";"25-Feb-2016";"02:26";"    821K"
"py3-pexpect-4.0.1.tgz";"25-Feb-2016";"02:26";"    283K"
"py3-pickleshare-0.6.tgz";"25-Feb-2016";"02:26";8949
"py3-pip-7.1.2.tgz";"25-Feb-2016";"02:26";"      2M"
"py3-pretend-1.0.8p0.tgz";"25-Feb-2016";"02:26";6204
"py3-prompt_toolkit-0.52.tgz";"25-Feb-2016";"02:26";"    329K"
"py3-psycopg2-2.5.2p2.tgz";"25-Feb-2016";"02:26";"    714K"
"py3-ptyprocess-0.5p0.tgz";"25-Feb-2016";"02:26";"     23K"
"py3-pudb-2015.4.1p0.tgz";"25-Feb-2016";"02:26";"    107K"
"py3-py-1.4.31.tgz";"25-Feb-2016";"02:26";"    177K"
"py3-pyRFC3339-1.0p0.tgz";"25-Feb-2016";"02:26";7620
"py3-pygments-2.0.2.tgz";"25-Feb-2016";"02:26";"      1M"
"py3-rdflib-3.2.2p3.tgz";"25-Feb-2016";"02:26";"    261K"
"py3-reportlab-3.2.0p1v0.tgz";"25-Feb-2016";"02:26";"      2M"
"py3-requests-2.9.1.tgz";"25-Feb-2016";"02:26";"    787K"
"py3-rsa-3.2.3p0.tgz";"25-Feb-2016";"02:26";"     70K"
"py3-sane-2.8.1.tgz";"25-Feb-2016";"02:26";"     22K"
"py3-secretstorage-2.1.3.tgz";"25-Feb-2016";"02:26";"     21K"
"py3-serial-2.7.tgz";"25-Feb-2016";"02:26";"    166K"
"py3-setproctitle-1.1.9p0.tgz";"25-Feb-2016";"02:26";"     13K"
"py3-setuptools-18.2p0v0.tgz";"25-Feb-2016";"02:26";"    320K"
"py3-setuptools_scm-1.10.1.tgz";"25-Feb-2016";"02:26";"     18K"
"py3-simplegeneric-0.8.1p1.tgz";"25-Feb-2016";"02:26";6991
"py3-simplejson-3.8.1.tgz";"25-Feb-2016";"02:26";"    109K"
"py3-six-1.10.0.tgz";"25-Feb-2016";"02:26";"     19K"
"py3-snowballstemmer-1.2.1.tgz";"25-Feb-2016";"02:26";"    125K"
"py3-socketIO-client-0.6.5.tgz";"25-Feb-2016";"02:26";"     38K"
"py3-socks-1.5.6.tgz";"25-Feb-2016";"02:26";"     18K"
"py3-sphinx_rtd_theme-0.1.9.tgz";"25-Feb-2016";"02:26";"    681K"
"py3-stemmer-1.3.0.tgz";"25-Feb-2016";"02:26";"     87K"
"py3-tagpy-2013.1p5.tgz";"25-Feb-2016";"02:26";"    467K"
"py3-test-2.8.7.tgz";"25-Feb-2016";"02:26";"    321K"
"py3-test-capturelog-0.7.tgz";"25-Feb-2016";"02:26";7138
"py3-test-cov-2.2.1.tgz";"25-Feb-2016";"02:26";"     18K"
"py3-test-httpbin-0.2.0.tgz";"25-Feb-2016";"02:26";"     13K"
"py3-test-runner-2.6.2.tgz";"25-Feb-2016";"02:26";6512
"py3-testpath-0.2p0.tgz";"25-Feb-2016";"02:26";"     88K"
"py3-testtools-1.8.1p0.tgz";"25-Feb-2016";"02:26";"    353K"
"py3-tornado-4.3p0.tgz";"25-Feb-2016";"02:26";"    814K"
"py3-traitlets-4.0.0p0.tgz";"25-Feb-2016";"02:26";"    127K"
"py3-tz-2015.7.tgz";"25-Feb-2016";"02:26";"    310K"
"py3-tzlocal-1.2p0.tgz";"25-Feb-2016";"02:26";"     24K"
"py3-urwid-1.3.1.tgz";"25-Feb-2016";"02:26";"    468K"
"py3-virtualenv-13.0.3p1.tgz";"25-Feb-2016";"02:26";"      2M"
"py3-wcwidth-0.1.5.tgz";"25-Feb-2016";"02:26";"     23K"
"py3-websocket-client-0.34.0p0.tgz";"25-Feb-2016";"02:26";"    213K"
"py3-werkzeug-0.11.3.tgz";"25-Feb-2016";"02:26";"      2M"
"py3-xdg-0.25p2.tgz";"25-Feb-2016";"02:26";"     77K"
"py3-yaml-3.11p1.tgz";"25-Feb-2016";"02:26";"    170K"
"py3-zmq-15.2.0.tgz";"25-Feb-2016";"02:26";"    894K"
"pybugz-0.8.0p4.tgz";"25-Feb-2016";"02:26";"     38K"
"pycha-0.3.0p4.tgz";"25-Feb-2016";"02:26";"     97K"
"pyflakes-0.8.1p0.tgz";"25-Feb-2016";"02:26";"     67K"
"pygame-1.9.1.tgz";"25-Feb-2016";"02:26";"      3M"
"pyganim-0.9.2.tgz";"25-Feb-2016";"02:26";"     18K"
"pyglet-1.1.4.tgz";"25-Feb-2016";"02:26";"      1M"
"pykaraoke-0.7.5.tgz";"25-Feb-2016";"02:26";"    917K"
"pylint-0.24.0p2.tgz";"25-Feb-2016";"02:26";"    335K"
"pylint-gui-0.24.0p1.tgz";"25-Feb-2016";"02:26";939
"pymissile-20061111p6.tgz";"25-Feb-2016";"02:26";4643
"pympd-0.08.1.tgz";"25-Feb-2016";"02:26";"    191K"
"pypanel-2.4p10.tgz";"25-Feb-2016";"02:26";"     26K"
"pyrex-0.9.9p1.tgz";"25-Feb-2016";"02:26";"    376K"
"pysol-2.0p0.tgz";"25-Feb-2016";"02:26";"      5M"
"python-2.7.11.tgz";"25-Feb-2016";"02:26";"     10M"
"python-3.4.4.tgz";"25-Feb-2016";"02:26";"     12M"
"python-3.5.1.tgz";"25-Feb-2016";"02:26";"     14M"
"python-bsddb-2.7.11.tgz";"25-Feb-2016";"02:26";"    244K"
"python-gdbm-2.7.11.tgz";"25-Feb-2016";"02:26";8411
"python-gdbm-3.4.4.tgz";"25-Feb-2016";"02:26";9020
"python-gdbm-3.5.1.tgz";"25-Feb-2016";"02:26";9103
"python-idle-2.7.11.tgz";"25-Feb-2016";"02:26";"    659K"
"python-idle-3.4.4.tgz";"25-Feb-2016";"02:26";"    662K"
"python-idle-3.5.1.tgz";"25-Feb-2016";"02:26";"    774K"
"python-tests-2.7.11.tgz";"25-Feb-2016";"02:26";"      5M"
"python-tests-3.4.4.tgz";"25-Feb-2016";"02:26";"      8M"
"python-tests-3.5.1.tgz";"25-Feb-2016";"02:26";"     11M"
"python-tkinter-2.7.11.tgz";"25-Feb-2016";"02:26";"    581K"
"python-tkinter-3.4.4.tgz";"25-Feb-2016";"02:26";"    475K"
"python-tkinter-3.5.1.tgz";"25-Feb-2016";"02:26";"    572K"
"python-tools-2.7.11.tgz";"25-Feb-2016";"02:26";"    398K"
"pyusb-0.4.3p0.tgz";"25-Feb-2016";"02:26";"     15K"
"pyzor-0.7.0.tgz";"25-Feb-2016";"02:26";"     46K"
"qca-1.0p8.tgz";"25-Feb-2016";"02:26";"     42K"
"qca-gnupg-2.0.0beta3.tgz";"25-Feb-2016";"02:26";"    112K"
"qca-ossl-2.0.0beta3p5.tgz";"25-Feb-2016";"02:26";"    136K"
"qca-tls-1.0p11.tgz";"25-Feb-2016";"02:26";"     32K"
"qca2-2.0.3p2.tgz";"25-Feb-2016";"02:26";"    807K"
"qdbm-1.8.78p0.tgz";"25-Feb-2016";"02:26";"    452K"
"qemu-2.2.1p19.tgz";"25-Feb-2016";"02:26";"     42M"
"qgis-2.12.3.tgz";"25-Feb-2016";"02:26";"     49M"
"qgit-2.5.tgz";"25-Feb-2016";"02:26";"    454K"
"qgo-1.5.4p5.tgz";"25-Feb-2016";"02:26";"      2M"
"qhacc-3.4p5.tgz";"25-Feb-2016";"02:26";"      7M"
"qhull-2012.1.tgz";"25-Feb-2016";"02:26";"      2M"
"qimageblitz-0.0.6p2.tgz";"25-Feb-2016";"02:26";"    219K"
"qinx-1.4p7.tgz";"25-Feb-2016";"02:26";"     99K"
"qiv-2.3.1.tgz";"25-Feb-2016";"02:26";"     42K"
"qjson-0.8.1p0.tgz";"25-Feb-2016";"02:26";"    230K"
"qlandkartegt-1.8.1.tgz";"25-Feb-2016";"02:26";"      5M"
"qoauth-1.0.1.tgz";"25-Feb-2016";"02:26";"     37K"
"qpage-3.3p1.tgz";"25-Feb-2016";"02:26";"     92K"
"qpdf-6.0.0.tgz";"25-Feb-2016";"02:26";"      1M"
"qprint-1.1.tgz";"25-Feb-2016";"02:26";8673
"qrfcview-0.62p8.tgz";"25-Feb-2016";"02:26";"     86K"
"qrupdate-1.1.2p0.tgz";"25-Feb-2016";"02:26";"     74K"
"qscintilla-2.8.tgz";"25-Feb-2016";"02:26";"      2M"
"qstat-2.11p0.tgz";"25-Feb-2016";"02:26";"    143K"
"qsynergy-0.9.1p1.tgz";"25-Feb-2016";"02:26";"    130K"
"qt-creator-1.3.1p6.tgz";"25-Feb-2016";"02:26";"     13M"
"qt-gstreamer-1.2.0p2.tgz";"25-Feb-2016";"02:26";"    746K"
"qt3-examples-3.8p2.tgz";"25-Feb-2016";"02:26";"      3M"
"qt3-html-3.8p2.tgz";"25-Feb-2016";"02:26";"      6M"
"qt3-mt-3.8p9.tgz";"25-Feb-2016";"02:26";"     12M"
"qt3-mysql-3.8p9.tgz";"25-Feb-2016";"02:26";"     23K"
"qt3-postgresql-3.8p6.tgz";"25-Feb-2016";"02:26";"     30K"
"qt3-sqlite2-3.8p6.tgz";"25-Feb-2016";"02:26";"     18K"
"qt3-sqlite3-0.2p6.tgz";"25-Feb-2016";"02:26";"     25K"
"qt4-4.8.7p5.tgz";"25-Feb-2016";"02:26";"     45M"
"qt4-examples-4.8.7.tgz";"25-Feb-2016";"02:26";"     18M"
"qt4-html-4.8.7.tgz";"25-Feb-2016";"02:26";"    130M"
"qt4-mysql-4.8.7.tgz";"25-Feb-2016";"02:26";"     34K"
"qt4-postgresql-4.8.7.tgz";"25-Feb-2016";"02:26";"     38K"
"qt4-sqlite2-4.8.7.tgz";"25-Feb-2016";"02:26";"     19K"
"qt4-tds-4.8.7.tgz";"25-Feb-2016";"02:26";"     26K"
"qt5-5.4.1p10.tgz";"25-Feb-2016";"02:26";"     68M"
"qt5-examples-5.4.1p2.tgz";"25-Feb-2016";"02:26";"     50M"
"qt5-html-5.4.1p1.tgz";"25-Feb-2016";"02:26";"     71M"
"qt5-mysql-5.4.1p0.tgz";"25-Feb-2016";"02:26";"     41K"
"qt5-postgresql-5.4.1p0.tgz";"25-Feb-2016";"02:26";"     48K"
"qt5-qch-5.4.1p0.tgz";"25-Feb-2016";"02:26";"     74M"
"qt5-sqlite2-5.4.1p0.tgz";"25-Feb-2016";"02:26";"     28K"
"qt5-tds-5.4.1p0.tgz";"25-Feb-2016";"02:26";"     36K"
"qtkeychain-0.4.0.tgz";"25-Feb-2016";"02:26";"     66K"
"qtserialport-5.4.2.tgz";"25-Feb-2016";"02:26";"     65K"
"quadkonsole-2.0.3p0.tgz";"25-Feb-2016";"02:26";"     34K"
"quadrapassel-3.18.0p0.tgz";"25-Feb-2016";"02:26";"      2M"
"quadrupleback-0.1.0p0.tgz";"25-Feb-2016";"02:26";"     83K"
"quagga-0.99.24.1p4.tgz";"25-Feb-2016";"02:26";"      2M"
"quake-0.6.0p1v0.tgz";"25-Feb-2016";"02:26";"      2M"
"quake-libs-0.6.0p1v0.tgz";"25-Feb-2016";"02:26";"      1M"
"quakeworld-server-0.6.0p0v1.tgz";"25-Feb-2016";"02:26";"    196K"
"quazip-0.7.1p0.tgz";"25-Feb-2016";"02:26";"    123K"
"qucs-0.0.16p0.tgz";"25-Feb-2016";"02:26";"      7M"
"queryperf-9.9.3pl2.tgz";"25-Feb-2016";"02:26";"     18K"
"queso-980922.tgz";"25-Feb-2016";"02:26";"     16K"
"quesoglc-0.7.2p4.tgz";"25-Feb-2016";"02:26";"    173K"
"quilt-0.64.tgz";"25-Feb-2016";"02:26";"    303K"
"quirc-0.9.84p7.tgz";"25-Feb-2016";"02:26";"    308K"
"quirks-2.197.tgz";"25-Feb-2016";"02:26";9644
"quodlibet-3.5.3.tgz";"25-Feb-2016";"02:26";"      2M"
"quvi-0.9.5p2.tgz";"25-Feb-2016";"02:26";"     46K"
"qvwm-1.1.8p4.tgz";"25-Feb-2016";"02:26";"    270K"
"qwt-5.2.1p3.tgz";"25-Feb-2016";"02:26";"      2M"
"qyoto-4.14.3p2.tgz";"25-Feb-2016";"02:26";"      2M"
"r5rs-19980421.tgz";"25-Feb-2016";"02:26";"     62K"
"rabbitmq-3.5.6p0.tgz";"25-Feb-2016";"02:26";"      4M"
"rabbitmq-c-0.7.1.tgz";"25-Feb-2016";"02:26";"    135K"
"racket-minimal-6.3p7-no_jit.tgz";"25-Feb-2016";"02:26";"      8M"
"racket-minimal-6.3p7.tgz";"25-Feb-2016";"02:26";"      8M"
"rackmonkey-1.2.5.1p6.tgz";"25-Feb-2016";"02:26";"    241K"
"racktables-0.20.10p0.tgz";"25-Feb-2016";"02:26";"    907K"
"radare-bindings2-0.8.8p0.tgz";"25-Feb-2016";"02:26";"     18K"
"radare2-0.8.8p1.tgz";"25-Feb-2016";"02:26";"      4M"
"radcli-1.2.4.tgz";"25-Feb-2016";"02:26";"     84K"
"radicale-1.1.1.tgz";"25-Feb-2016";"02:26";"     88K"
"radiotray-0.7.3p3.tgz";"25-Feb-2016";"02:26";"    175K"
"radiusniff-0.2.tgz";"25-Feb-2016";"02:26";"     18K"
"radiusreport-0.3b6p0.tgz";"25-Feb-2016";"02:26";"     12K"
"radmind-1.14.1p0.tgz";"25-Feb-2016";"02:26";"    237K"
"ragel-6.9p0.tgz";"25-Feb-2016";"02:26";"    807K"
"railo-4.2.1.008v0.tgz";"25-Feb-2016";"02:26";"     59M"
"rakudo-2015.12p1.tgz";"25-Feb-2016";"02:26";"      4M"
"rancid-2.3.8p0v0.tgz";"25-Feb-2016";"02:26";"    291K"
"randread-0.2p0.tgz";"25-Feb-2016";"02:26";7087
"randtype-1.13.tgz";"25-Feb-2016";"02:26";9310
"ranger-1.7.2.tgz";"25-Feb-2016";"02:26";"    359K"
"ranval-1.3.tgz";"25-Feb-2016";"02:26";4641
"rapidsvn-0.12.1p5.tgz";"25-Feb-2016";"02:26";"    665K"
"raptor-2.0.15p0.tgz";"25-Feb-2016";"02:26";"    555K"
"rarcrack-0.2p3.tgz";"25-Feb-2016";"02:26";8997
"rarian-0.8.1p14.tgz";"25-Feb-2016";"02:26";"    224K"
"rasqal-0.9.33p0.tgz";"25-Feb-2016";"02:26";"    465K"
"ratmen-2.2.3.tgz";"25-Feb-2016";"02:26";"     22K"
"ratpoison-1.4.8.tgz";"25-Feb-2016";"02:26";"    206K"
